first_genre,title,vote_average,revenue,budget,popularity,runtime,release_year
Adventure,Waterworld,5.9,264.21822,175,44.640292,135,1995
Comedy,The Truman Show,7.8,264.118201,60,56.488027,103,1998
Action,Charlie's Angels,5.6,264.105545,92,40.20395,98,2000
Adventure,The Fifth Element,7.3,263.92018,90,109.528572,126,1997
Action,Knight and Day,5.9,261.930431,117,44.906918,109,2010
Comedy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,261.572744,18,29.487784,82,2006
Action,Total Recall,7.1,261.317921,65,43.129703,113,1990
Animation,Robots,6,260.696994,75,29.558157,91,2005
Thriller,Super 8,6.6,260.095987,50,37.069253,112,2011
Family,Paddington,7,259.207227,55,39.882276,95,2014
Action,Charlie's Angels: Full Throttle,5.2,259.175788,120,33.616115,106,2003
Action,Wanted,6.4,258.270008,75,73.82289,110,2008
Action,Rush Hour 3,6.1,258.022233,140,22.57178,91,2007
Comedy,The Full Monty,6.8,257.850122,3.5,17.002623,91,1997
Drama,The Village,6.2,256.69752,60,27.491891,108,2004
Drama,Erin Brockovich,7.1,256.271286,52,30.347332,131,2000
Horror,Annabelle,5.6,255.273813,6.5,60.225219,99,2014
Action,Cliffhanger,6.1,255.000211,70,26.19909,112,1993
Comedy,Four Weddings and a Funeral,6.6,254.700832,6,29.834065,117,1994
Comedy,The Hangover Part II,6.2,254.455986,80,58.040149,102,2011
Fantasy,Babe,6,254.13491,30,34.36645,89,1995
Action,Wild Hogs,5.6,253.625427,0,31.719463,100,2007
Drama,True Grit,7.2,252.276927,38,49.292384,110,2010
Drama,American Hustle,6.8,251.171807,40,49.664128,138,2013
Comedy,You've Got Mail,6.3,250.821495,65,28.540267,119,1998
Action,Enemy of the State,6.7,250.649836,90,41.207568,132,1998
Action,The Mask of Zorro,6.3,250.288523,95,31.086791,136,1998
Animation,Space Jam,6.5,250.2,80,36.125715,88,1996
Fantasy,Eragon,4.9,249.288105,100,30.863434,104,2006
Animation,Cloudy with a Chance of Meatballs 2,6.4,248.384621,78,41.247402,95,2013
Science Fiction,Unbreakable,6.9,248.118121,75,42.006908,106,2000
Horror,The Blair Witch Project,6.3,248,0.06,41.690578,81,1999
Comedy,Dumb and Dumber,6.5,247.275374,16,35.777067,107,1994
Comedy,Grown Ups 2,5.8,246.984278,80,45.589568,100,2013
Animation,The Peanuts Movie,6.5,246.233113,99,34.308098,88,2015
Animation,Rango,6.6,245.724603,135,29.91353,107,2011
Action,Face/Off,6.8,245.676146,80,46.075037,138,1997
Fantasy,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,245.623848,135,39.873791,112,2016
Comedy,Dark Shadows,5.7,245.527149,150,50.306728,113,2012
Drama,Hulk,5.3,245.36048,137,34.981698,138,2003
Drama,The Godfather,8.4,245.066411,6,143.659698,175,1972
Comedy,Love Actually,7,244.931766,40,37.073127,135,2003
Adventure,Back to the Future Part III,7.1,244.527583,40,45.769562,118,1990
Comedy,Marley & Me,6.9,244.082376,60,30.951203,115,2008
Science Fiction,After Earth,5,243.843127,130,42.840582,100,2013
Action,Pixels,5.6,243.637091,88,140.849495,105,2015
Action,Hercules,5.6,243.4,100,76.842247,99,2014
Drama,A Few Good Men,7.1,243.240178,40,40.379966,138,1992
Animation,Cloudy with a Chance of Meatballs,6.5,242.988466,100,46.781182,90,2009
Comedy,Daddy's Home,5.8,242.786137,50,38.616744,96,2015
Action,RoboCop,5.7,242.688965,120,66.757869,102,2014
Action,Eraser,5.6,242.295562,100,24.507987,115,1996
Action,Resident Evil: Retribution,5.6,240.159255,65,6.227675,95,2012
Action,Die Hard 2,6.6,240.031094,70,57.69847,124,1990
Adventure,Crocodile Dundee II,5.5,239.60621,0,15.474831,110,1988
Action,Batman & Robin,4.2,238.207122,125,50.073575,125,1997
Comedy,Click,6,237.681299,82.5,41.176631,107,2006
Comedy,Gulliver's Travels,4.9,237.382724,112,22.845143,85,2010
Action,Gone in Sixty Seconds,6.1,237.202299,90,52.995628,118,2000
Action,2 Fast 2 Furious,6.2,236.350661,76,10.520961,107,2003
Drama,A.I. Artificial Intelligence,6.8,235.926552,100,34.035114,146,2001
Drama,Dead Poets Society,8.1,235.860116,16.4,55.458584,129,1989
Comedy,American Pie,6.4,235.483004,11,60.767168,95,1999
Comedy,American Reunion,6.1,234.989584,50,39.920035,113,2012
Comedy,Big Daddy,6.1,234.801895,34.2,34.86859,93,1999
Fantasy,Howl's Moving Castle,8.2,234.710455,24,49.549984,119,2004
Adventure,Alvin and the Chipmunks: The Road Chip,5.8,233.755553,0,27.867368,92,2015
History,The Imitation Game,8,233.555708,14,145.364591,113,2014
Drama,The Day the Earth Stood Still,5.2,233.093859,80,41.890722,104,2008
Adventure,Clash of the Titans,5.6,232.713139,125,47.686442,106,2010
Thriller,The Girl with the Dragon Tattoo,7.2,232.61743,90,47.651083,158,2011
Drama,Argo,7.1,232.324128,44.5,62.01056,120,2012
Drama,The English Patient,7,231.976425,27,29.381878,162,1996
Comedy,American Wedding,6,231.449203,55,36.194802,103,2003
Comedy,Juno,7,231.411584,7.5,19.782725,96,2007
Action,Get Smart,6,230.685453,80,23.496054,110,2008
Family,Mr. Bean's Holiday,6.1,229.736344,25,27.683874,90,2007
Action,Ghostbusters,5.3,229.147509,144,66.21806,116,2016
Adventure,The Lost World: Jurassic Park,6.2,229.074524,73,2.502487,129,1997
Thriller,Ghost Rider,5.2,228.738393,110,46.834704,114,2007
Action,The Green Hornet,5.5,227.817248,120,31.703608,119,2011
Fantasy,Immortals,5.7,226.904017,75,37.917002,110,2011
Action,Taken,7.2,226.830568,25,80.879032,93,2008
Adventure,Percy Jackson & the Olympians: The Lightning Thief,6,226.497209,95,61.121717,118,2010
Comedy,Yes Man,6.4,225.990978,70,43.849351,104,2008
Drama,Good Will Hunting,7.9,225.933435,10,43.734886,126,1997
Drama,The Social Network,7.1,224.920315,40,69.27822,120,2010
Animation,Chicken Run,6.5,224.834564,45,31.789029,84,2000
Fantasy,Hansel & Gretel: Witch Hunters,5.7,224.803475,50,53.02787,88,2013
Action,Con Air,6.5,224.012234,75,45.154631,115,1997
Horror,Interview with the Vampire,7.2,223.664608,60,50.163785,123,1994
Thriller,Flightplan,6.1,223.387299,55,32.05145,98,2005
Action,Non-Stop,6.8,222.8096,50,83.295796,106,2014
Adventure,Jumper,5.9,222.231186,85,21.218,88,2008
Action,Wild Wild West,5.1,222.104681,170,40.748915,106,1999
Comedy,Scary Movie 3,5.8,220.673217,48,36.585509,84,2003
Adventure,Green Lantern,5.1,219.851172,200,51.872839,114,2011
Comedy,The Terminal,7,219.417255,60,57.753914,128,2004
Comedy,It's Complicated,6.2,219.103655,85,16.479851,121,2009
Comedy,Knocked Up,6.2,219.076518,30,22.527211,129,2007
Adventure,The Prince of Egypt,6.8,218.613188,70,29.464852,99,1998
Crime,Jack Reacher,6.3,218.340595,60,56.868399,130,2012
Drama,Collateral,7,217.764291,65,44.815022,120,2004
Comedy,Ted 2,6.2,217.022588,68,68.734513,115,2015
Action,Central Intelligence,6.2,216.972543,50,45.318703,107,2016
Drama,Million Dollar Baby,7.7,216.763646,30,70.456012,132,2004
Comedy,Twins,5.7,216.614388,15,17.638286,107,1988
Comedy,Valentine's Day,5.7,216.485654,52,25.41929,125,2010
Comedy,Bad Teacher,5.4,216.197492,20,28.497242,92,2011
Action,Clear and Present Danger,6.4,215.887717,62,18.832471,141,1994
Romance,Dracula,7.1,215.862692,40,45.022964,128,1992
Action,Vertical Limit,5.9,215.663859,75,13.318744,124,2000
Horror,Dracula Untold,6.2,215.529201,70,64.457947,92,2014
Drama,The Patriot,6.8,215.294342,110,23.657284,165,2000
Fantasy,The Sorcerer's Apprentice,5.8,215.283742,150,35.580815,109,2010
Drama,8 Mile,6.8,215,41,32.798571,110,2002
Romance,Just Go with It,6.3,214.918407,80,37.02665,117,2011
History,Public Enemies,6.5,214.10462,80,33.691694,140,2009
Action,The Bourne Identity,7.3,214.034224,60,86.476817,119,2002
Drama,Disclosure,5.9,214.015089,55,15.064058,123,1994
Thriller,Pulp Fiction,8.3,213.928762,8,121.463076,154,1994
Adventure,"Crouching Tiger, Hidden Dragon",7.2,213.525736,17,45.742254,120,2000
Fantasy,Into the Woods,5.6,212.902372,50,65.90161,125,2014
Fantasy,Bedtime Stories,5.9,212.874442,80,23.531721,99,2008
Romance,Entrapment,6,212.404396,66,25.877794,112,1999
Crime,Ace Ventura: When Nature Calls,6.1,212.385533,30,34.391792,90,1995
Adventure,Master and Commander: The Far Side of the World,6.9,212.011111,150,36.973031,138,2003
Comedy,Miss Congeniality,6.1,212,45,32.624355,111,2000
Action,End of Days,5.5,211.989043,100,20.652943,121,1999
War,Fury,7.4,211.817906,68,139.575085,135,2014
Comedy,Due Date,6.2,211.780824,65,43.865294,95,2010
Drama,Kingdom of Heaven,6.6,211.643158,130,44.490453,144,2005
Science Fiction,District 9,7.3,210.819611,30,63.13678,112,2009
Action,Moonraker,5.9,210.308099,34,29.887404,126,1979
Action,Braveheart,7.7,210,72,60.722162,177,1995
Crime,Red Dragon,6.7,209.196298,78,10.083905,124,2002
Adventure,Tomorrowland,6.2,209.154322,190,130.311355,130,2015
Action,Safe House,6.3,208.076205,85,34.773106,115,2012
Drama,Me Before You,7.6,207.945075,20,53.161905,110,2016
Thriller,Traffic,6.9,207.515725,48,25.170217,147,2000
Action,The Fast and the Furious,6.6,207.283925,38,6.909942,106,2001
Drama,Philadelphia,7.6,206.67844,26,44.301745,125,1993
Action,The Expendables 3,6.1,206.172544,90,61.025639,127,2014
Action,London Has Fallen,5.8,205.754447,60,61.849521,99,2016
Drama,Silver Linings Playbook,6.9,205.738714,21,63.599973,122,2012
Horror,Paranormal Activity 3,5.9,205.703818,5,29.15813,83,2011
Drama,JFK,7.5,205.405498,40,26.82041,189,1991
Action,White House Down,6.4,205.366737,150,39.004588,131,2013
Comedy,The Ugly Truth,6.4,205.298907,38,22.332927,96,2009
Romance,The Break-Up,5.6,204.999686,52,26.251217,106,2006
Drama,Eat Pray Love,5.8,204.594016,60,28.800112,133,2010
Adventure,Everest,6.7,203.427584,55,60.246978,121,2015
Drama,Vanilla Sky,6.5,203.388341,68,27.299301,136,2001
Action,Need for Speed,6.1,203.277636,66,54.81489,130,2014
Action,Battle: Los Angeles,5.5,202.466756,70,49.199234,116,2011
Comedy,Patch Adams,7,202.292902,50,35.537397,115,1998
Comedy,Fun with Dick and Jane,5.9,202.026112,100,25.159168,90,2005
Comedy,Kindergarten Cop,5.8,201.957688,15,5.411154,111,1990
Drama,Straight Outta Compton,7.7,201.634991,28,61.76233,147,2015
Comedy,You Don't Mess with the Zohan,5.5,201.596308,90,40.597344,113,2008
Action,21 Jump Street,6.7,201.585328,42,62.714026,109,2012
Comedy,Yogi Bear,5.2,201.584141,80,11.187696,80,2010
Animation,Garfield,5.2,200.804534,50,17.667826,80,2004
Drama,Valkyrie,6.7,200.276,75,38.832842,121,2008
Action,The Hunt for Red October,7.2,199.2,30,46.212155,134,1990
Drama,City of Angels,6.4,198.685114,55,21.272734,114,1998
Action,Jack the Giant Slayer,5.5,197.687603,195,43.349855,114,2013
Adventure,Open Season,6.1,197.309027,85,26.61951,83,2006
Action,Spy Kids 3-D: Game Over,4.7,197.011982,38,21.998734,84,2003
Comedy,The Other Woman,6.2,196.781193,40,34.519636,109,2014
Comedy,50 First Dates,6.6,196.482882,75,61.437586,99,2004
Crime,Panic Room,6.5,196.397415,48,53.043124,111,2002
Drama,The Vow,7,196.11457,30,26.780961,104,2012
Adventure,Beowulf,5.5,195.735876,70,35.601665,115,2007
Adventure,For Your Eyes Only,6.3,195.312802,28,26.090746,127,1981
Drama,The Pelican Brief,6.3,195.268056,45,17.923254,141,1993
Comedy,The Intern,7.1,194.564672,35,53.114573,121,2015
Comedy,The Holiday,6.7,194.1687,85,44.967453,136,2006
Drama,Gangs of New York,7.1,193.772504,100,46.160048,167,2002
Action,The Monkey King 2,6,193.677158,68.49,4.72629,120,2016
Horror,Paranormal Activity,5.9,193.3558,0.015,47.456823,86,2007
Thriller,The Sum of All Fears,5.9,193,68,22.392544,124,2002
Adventure,The Curse of the Were-Rabbit,6.8,192.452832,30,30.380747,85,2005
Thriller,The Equalizer,7.1,192.330738,55,79.922059,132,2014
Horror,The Addams Family,6.7,191.502426,30,37.179547,99,1991
Action,The Living Daylights,6.2,191.185897,40,23.331459,130,1987
Action,Superman II,6.5,190.458706,54,30.515175,127,1980
Comedy,The Longest Yard,6.2,190.320568,82,26.065735,113,2005
Action,Hollow Man,5.6,190.213455,95,28.200874,112,2000
Comedy,Cheaper by the Dozen,6,190.212113,40,26.516624,98,2003
Action,Outbreak,6.3,189.85956,50,30.397496,127,1995
Fantasy,The Santa Clause,6.3,189.833357,22,16.234053,97,1994
Mystery,The X Files,6.6,189.198313,66,18.59991,121,1998
Action,Rambo III,5.7,189.015611,63,31.294717,102,1988
Crime,22 Jump Street,7,188.441614,50,52.380982,112,2014
Adventure,The Secret Life of Walter Mitty,7,188.133322,90,43.348022,114,2013
Action,Tropic Thunder,6.5,188.072649,92,43.192048,107,2008
Horror,Jaws 2,5.9,187.884007,20,19.636044,116,1978
Adventure,Octopussy,6.2,187.5,27.5,25.633663,131,1983
Animation,Ponyo,7.5,187.479518,41.677699,39.58676,100,2008
Comedy,Mr. Popper's Penguins,5.7,187.361754,55,32.835777,94,2011
Drama,12 Years a Slave,7.9,187,20,95.9229,134,2013
Drama,The Horse Whisperer,6.7,186.883563,60,12.867352,170,1998
Drama,Walk the Line,7.3,186.438883,28,35.580032,136,2005
Horror,The Final Destination,5.4,186.167139,40,32.478077,82,2009
Animation,Atlantis: The Lost Empire,6.7,186.053725,120,51.548589,95,2001
Comedy,The Waterboy,5.9,185.991646,23,23.839127,90,1998
Adventure,Hugo,7,185.77016,170,32.319043,126,2011
Adventure,The Spy Who Loved Me,6.6,185.438673,14,27.17347,125,1977
Action,Watchmen,7,185.258983,130,64.798873,163,2009
Fantasy,Snow White and the Seven Dwarfs,6.9,184.925486,1.488423,80.171283,83,1937
Crime,Inside Man,7.3,184.376254,45,45.220386,129,2006
Science Fiction,Jupiter Ascending,5.2,183.987723,176.000003,85.36908,124,2015
Animation,Hop,5.5,183.953723,63,16.791058,95,2011
Comedy,Bad Moms,6.3,183.936074,20,42.512296,100,2016
Comedy,102 Dalmatians,5.1,183.611771,85,9.895061,100,2000
Horror,The Grudge,5.8,183.474602,10,35.695442,92,2004
Adventure,The BFG,6,183.345589,140,44.19092,120,2016
Horror,Aliens,7.7,183.316455,18.5,67.66094,137,1986
Action,Paul Blart: Mall Cop,5.2,183.293131,26,31.250383,91,2009
Adventure,Mirror Mirror,5.5,183.018522,85,48.126297,106,2012
Crime,Cape Fear,7,182.3,35,27.714043,128,1991
Thriller,The Haunted Mansion,5.2,182.290266,90,16.302378,99,2003
Drama,The Bridges of Madison County,7.3,182.016617,24,17.606087,135,1995
Romance,Grease,7.2,181.81377,6,67.608041,110,1978
Adventure,Poseidon,5.5,181.674817,160,21.133748,99,2006
Mystery,Scooby-Doo 2: Monsters Unleashed,5.4,181.466833,0,22.644275,93,2004
Thriller,Road to Perdition,7.3,181.001478,80,49.078546,117,2002
Comedy,Liar Liar,6.4,181,45,26.721386,86,1997
Action,Kill Bill: Vol. 1,7.7,180.949,30,79.754966,111,2003
Comedy,Sweet Home Alabama,6,180.622424,30,18.256028,108,2002
Thriller,The Impossible,7,180.274123,42,47.559928,113,2012
Comedy,The Dictator,5.9,179.379533,65,31.349143,83,2012
Fantasy,The League of Extraordinary Gentlemen,5.7,179.265204,78,47.436675,110,2003
Adventure,Allegiant,5.9,179.246868,110,86.105615,121,2016
Drama,Moulin Rouge!,7.4,179.213434,52.5,57.374341,127,2001
Comedy,Scary Movie 4,5.3,178.26262,45,32.549282,83,2006
Action,Dante's Peak,5.7,178.12776,116,16.90444,108,1997
Mystery,Eagle Eye,6.3,178.066569,80,46.887983,118,2008
Drama,Patriot Games,6.3,178.051587,45,19.637704,117,1992
Drama,Brokeback Mountain,7.5,178.043761,14,44.135568,134,2005
Comedy,Flubber,5.3,177.977226,80,11.50396,93,1997
Crime,Double Jeopardy,6.2,177.841558,70,19.439386,105,1999
Drama,War Horse,7,177.584879,66,29.505574,146,2011
Horror,Paranormal Activity 2,5.7,177.512032,3,22.789649,91,2010
Drama,Hero,7.2,177.394432,31,23.607392,99,2002
Comedy,How to Lose a Guy in 10 Days,6.3,177.371441,50,23.854701,116,2003
Comedy,He's Just Not That Into You,6.2,177.259441,40,26.253357,129,2009
Comedy,The Descendants,6.7,177.243185,20,40.903931,115,2011
Comedy,Tootsie,6.9,177.2,21,20.818567,116,1982
Comedy,Analyze This,6.4,176.885658,80,29.415229,103,1999
Comedy,Dr. Dolittle 2,4.9,176.104344,70,13.543053,87,2001
Action,The Italian Job,6.6,176.070171,60,62.766854,110,2003
Drama,The Bucket List,7,175.372502,45,31.305336,97,2007
Comedy,The Grand Budapest Hotel,8,174.600318,30,74.417456,99,2014
Adventure,Percy Jackson: Sea of Monsters,5.9,174.578751,90,40.262261,106,2013
Comedy,Identity Thief,5.6,173.96501,35,34.005726,111,2013
Crime,Big Momma's House,5.6,173.959438,30,24.389194,98,2000
Action,In Time,6.7,173.930596,40,60.231382,109,2011
Comedy,Amélie,7.8,173.921954,10,73.720244,122,2001
Comedy,Anchorman 2: The Legend Continues,6,173.649015,50,38.125008,119,2013
Drama,Creed,7.3,173.567581,37,57.773583,133,2015
Comedy,Elf,6.4,173.398518,32,16.901954,97,2003
Crime,Scream,7,173.046663,14,45.99611,111,1996
Drama,Cold Mountain,6.7,173.013509,79,24.598479,154,2003
Fantasy,Evan Almighty,5.3,173,175,27.082182,96,2007
Action,Black Hawk Down,7.2,172.989651,92,44.455166,144,2001
Fantasy,The Santa Clause 2,5.5,172.855065,65,14.646884,104,2002
Horror,Scream 2,6.1,172.363301,24,35.244037,120,1997
Comedy,Along Came Polly,5.8,171.963386,42,33.238296,90,2004
Comedy,Couples Retreat,5.3,171.84484,70,26.676487,113,2009
Adventure,Antz,6,171.757863,60,41.515702,83,1998
Crime,No Country for Old Men,7.7,171.6,25,53.645267,122,2007
Comedy,Mr. Deeds,5.6,171.269535,50,18.121404,96,2002
Adventure,AVP: Alien vs. Predator,5.5,171.183863,70,42.957216,101,2004
Drama,Contact,7.2,171.120329,90,55.249434,150,1997
Drama,Blood Diamond,7.3,170.877916,100,52.792678,143,2006
Action,Cloverfield,6.4,170.764026,25,46.942396,85,2008
Action,The Other Guys,6.1,170.432927,100,24.399642,107,2010
Action,The Specialist,5.5,170.362582,45,16.582709,110,1994
Comedy,Starsky & Hutch,5.6,170.26875,60,28.848842,101,2004
Drama,Shall We Dance?,5.9,170.12846,50,14.231899,107,2004
Comedy,What Happens in Vegas,5.8,170,35,38.100488,99,2008
Family,Stuart Little 2,5.4,169.956806,120,27.990284,78,2002
Comedy,Zookeeper,5.3,169.852759,80,27.46264,102,2011
Comedy,Dumb and Dumber To,5.4,169.83701,40,67.767785,110,2014
Adventure,The Emperor's New Groove,7.2,169.327687,100,51.113717,78,2000
Drama,Seven Pounds,7.5,168.167691,55,41.472404,123,2008
Action,Fantastic Four,4.4,167.977596,120,38.126095,100,2015
Action,Unstoppable,6.3,167.805466,100,37.698465,98,2010
Comedy,DodgeBall: A True Underdog Story,6.2,167.72231,20,41.156217,92,2004
War,Alexander,5.6,167.298192,155,39.019229,175,2004
Drama,Magic Mike,6.1,167.221571,7,35.897151,110,2012
Crime,Sleepers,7.3,165.615285,44,16.245068,147,1996
Thriller,Bridge of Spies,7.2,165.478348,40,48.445978,141,2015
Comedy,The Princess Diaries,6.5,165.335153,37,40.176265,115,2001
Action,The Scorpion King,5.3,165.33318,60,37.537093,92,2002
Comedy,The Muppets,6.5,165.184237,45,17.047276,103,2011
Action,The Huntsman: Winter's War,6,164.602163,115,60.467984,114,2016
Action,Speed 2: Cruise Control,4.1,164.508066,160,23.336875,121,1997
Comedy,Daddy Day Care,5.6,164.433867,60,18.106021,92,2003
Action,Six Days Seven Nights,5.6,164,70,18.264635,98,1998
Horror,Saw III,6.1,163.876815,10,33.124871,108,2006
Comedy,Four Christmases,5.3,163.733697,80,19.500893,88,2008
Comedy,Burn After Reading,6.5,163.720069,37,31.941347,96,2008
Science Fiction,The Incredible Hulk,6.1,163.712074,150,62.898336,114,2008
Drama,Up in the Air,6.7,163.67,25,33.704181,109,2009
Drama,Unbroken,7.3,163.442937,65,43.055253,137,2014
Thriller,The Happening,4.9,163.403799,60,20.501582,91,2008
Comedy,Talladega Nights: The Ballad of Ricky Bobby,6.2,162.966177,72.5,12.599836,116,2006
Action,The Island,6.5,162.949164,126,37.68056,136,2005
Drama,World Trade Center,5.9,162.945894,63,24.697533,128,2006
Crime,The Interpreter,6.2,162.944923,80,18.69984,128,2005
Adventure,The Spiderwick Chronicles,6.3,162.839667,90,21.436682,95,2008
Drama,Memoirs of a Geisha,7.3,162.242962,85,16.595874,145,2005
Mystery,Eyes Wide Shut,7.1,162.091208,65,27.870312,159,1999
Science Fiction,Alien: Resurrection,5.9,162,70,37.44963,109,1997
Horror,Scream 3,5.7,161.834276,40,24.992057,116,2000
Adventure,Live and Let Die,6.4,161.777836,7,30.465138,121,1973
Drama,Flight,6.5,161.772375,31,42.213765,138,2012
Drama,Payback,6.7,161.626121,90,17.457947,100,1999
Drama,The Ring Two,5.4,161.451538,50,32.233713,110,2005
Action,Olympus Has Fallen,6.2,161.02564,70,59.428223,120,2013
