BALANCE,PURCHASES,INSTALLMENTS_PURCHASES,PURCHASES_FREQUENCY,CASH_ADVANCE_FREQUENCY
1162.7795,757.37,757.37,1,0.083333
932.153207,572.64,572.64,1,0
455.471255,389.7,345,1,0.083333
847.349752,295.83,295.83,1,0.222222
634.759794,364.19,364.19,0.833333,0
756.887956,178,178,0.333333,0
463.071288,0,0,0,0.25
1281.911087,3173.5,3173.5,1,0.090909
1050.92679,150,150,0.5,0.083333
837.631184,0,0,0,0.083333
986.84903,558.18,558.18,1,0.083333
758.118109,837.44,837.44,1,0
820.05973,162.56,162.56,0.5,0
1029.101022,49.1,49.1,0.25,0
1046.273731,420.89,375.24,1,0
1251.26572,494.04,494.04,0.727273,0
1182.080141,266.68,266.68,0.666667,0.083333
1172.344218,454.21,454.21,0.916667,0
1227.548135,322,322,0.583333,0
1322.64748,799.92,799.92,1,0
1150.867752,108,108,0.333333,0
926.341558,45.65,0,0.083333,0
915.717703,55.49,55.49,0.416667,0
1540.478248,1494.11,1322.6,1,0.083333
1381.080028,360,360,0.666667,0
1553.505165,522,522,1,0
1718.885963,578.78,578.78,0.666667,0
135.843015,1111.4,0,0.166667,0
98.937198,676.31,75,0.833333,0
388.132417,0,0,0,0.333333
1051.38615,416.6,416.6,1,0
1093.522518,577.12,577.12,0.916667,0
621.901025,573.36,118.36,0.25,0
200.907701,1100,0,0.142857,0
1048.892643,0,0,0,0.25
162.267397,907.99,0,1,0.166667
521.38404,0,0,0,0.166667
3.005343,0,0,0,0.111111
0.126562,0,0,0,0.1
0.271854,0,0,0,0.166667
19.491307,0,0,0,0.083333
164.51282,0,0,0,0.166667
71.983739,1000,0,0.083333,0
78.818407,0,0,0,0.166667
1.045584,0,0,0,0.111111
1.366727,0,0,0,0.083333
13.027653,0,0,0,0.166667
21.789565,0,0,0,0.166667
55.59749,479.98,0,0.090909,0.090909
0.275257,0,0,0,0.1
42.363094,0,0,0,0.285714
45.746204,170,0,0.166667,0.5
0.919387,251.5,0,0.166667,0
28.90195,169.24,0,0.083333,0
40.764223,0,0,0,0.166667
9.252573,0,0,0,0.083333
2.668569,0,0,0,0.111111
1.307969,0,0,0,0.083333
45.785125,12,12,1,0.083333
41.643083,212,0,0.083333,0
98.364739,65,65,0.166667,0
58.312121,0,0,0,0.166667
3.992758,0,0,0,0.111111
18.776309,59,0,0.166667,0
424.994385,1200,0,0.125,0
160.492501,897.45,0,0.666667,0
147.571435,0,0,0,0.2
8.76802,0,0,0,0.125
33.954525,158,158,0.333333,0
92.782518,921.82,0,0.1,0
18.287569,777,777,1,0
168.473316,0,0,0,0.25
8.54964,0,0,0,0.1
48.161019,318.05,151.25,0.444444,0
198.12512,0,0,0,0.166667
22.56964,248.1,137.3,0.25,0
188.701762,900.45,0,0.083333,0
126.13588,0,0,0,0.083333
99.700878,912.98,0,0.333333,0.111111
185.924664,617.98,0,0.333333,0
128.507898,0,0,0,0.083333
33.078633,303.91,303.91,0.5,0
57.453201,0,0,0,0.125
73.353928,0,0,0,0.1
150.56051,368.34,0,0.5,0
264.566591,1150,0,0.125,0
1.644581,42.49,0,0.083333,0
62.759232,311.55,0,0.166667,0
2.02217,0,0,0,0.090909
314.417629,300,215,0.833333,0.166667
28.909122,177.05,177.05,0.5,0
372.708075,1093.25,0,0.666667,0.333333
15.216647,133,0,0.166667,0
160.530303,299.38,0,0.166667,0.083333
23.506407,256.69,0,0.083333,0
58.557694,319.34,0,0.125,0.125
37.307085,363.38,363.38,0.833333,0.166667
328.686581,2806.78,218.25,0.857143,0
333.175537,0,0,0,0.083333
563.459762,420.06,136.7,0.833333,0.666667
19.846569,0,0,0,0.285714
91.623484,179.8,0,0.1,0.4
32.726042,303.51,0,0.333333,0
30.327329,284.34,284.34,0.333333,0
31.856254,241,241,0.666667,0
112.514659,459.51,184.86,0.5,0
93.427011,772.8,0,0.6,0
9.910791,215.26,215.25,0.583333,0
43.865582,0,0,0,0.083333
918.342234,1221.53,41.53,0.333333,0.166667
45.747578,0,0,0,0.083333
16.068323,182.8,103.8,0.333333,0
30.957159,426.25,653.55,0.5,0
137.864267,237.24,237.24,1,0.083333
27.93791,205.92,205.92,0.666667,0
11.332157,136.08,0,0.333333,0
135.856693,843.95,645.95,0.75,0
440.676765,0,0,0,0.666667
120.964472,0,0,0,0.083333
3.535385,53.95,53.95,0.416667,0
115.340163,54.67,54.67,0.166667,0.166667
356.669878,0,0,0,0.166667
11.799054,77.36,77.36,0.5,0
417.444057,0,0,0,0.333333
213.434094,840.61,210,0.625,0
221.116228,117.5,117.5,0.909091,0.090909
231.422388,822.93,0,0.375,0
152.983848,0,0,0,0.125
26.787185,114,0,0.083333,0
109.697529,1530.37,0,1,0
677.403883,0,0,0,0.666667
8.048086,55.5,55.5,0.166667,0
150.580574,2697.86,830.86,1,0
134.142415,1729.67,0,0.666667,0
99.446029,0,0,0,0.083333
69.722927,947.72,947.72,0.75,0
621.386746,178.83,0,0.285714,0.142857
231.859622,190,0,0.111111,0.111111
15.730229,163.24,108.24,1,0
12.737355,152.73,152.73,0.75,0
525.143055,0,0,0,0.142857
158.641614,779.35,0,0.4,0
39.37618,256.5,256.5,0.75,0
152.758442,276,195,0.25,0
644.987222,0,0,0,0.142857
8.95956,51.36,51.36,0.333333,0
26.767358,190,100,0.5,0
58.142915,0,0,0,0.1
80.49308,500,0,0.3,0.2
73.243985,797.2,152.4,1,0
42.46443,396,396,0.5,0
10.801231,70,70,0.4,0
473.599403,524.7,374.38,1,0.083333
58.811557,370,0,0.083333,0.083333
752.485849,0,0,0,0.083333
458.403218,0,0,0,0.272727
303.929544,0,0,0,0.083333
427.642111,0,0,0,0.888889
68.045739,501.85,501.85,1,0
117.344883,661.3,661.3,1,0.1
32.916536,300.62,300.62,1,0
306.115129,0,0,0,0.083333
134.62028,648.9,0,0.25,0.166667
437.609832,0,0,0,0.166667
443.339878,0,0,0,0.555556
84.3929,141.84,141.84,0.75,0
21.542924,0,0,0,0.083333
43.354029,617.34,617.34,0.916667,0
753.703481,0,0,0,0.083333
185.984965,482.24,90,0.272727,0.272727
382.870641,2972.92,493.82,0.75,0
23.223559,387.32,228.32,0.166667,0
69.945524,41.4,41.4,0.333333,0
72.372971,456.7,0,0.25,0
50.078433,339.69,339.69,0.25,0
413.091214,0,0,0,0.083333
80.178891,1200,1200,1,0
411.362969,10.79,10.79,0.166667,0
176.991674,763.71,0,0.083333,0
339.183041,139.5,0,0.25,0
251.715214,2722.34,977.71,0.75,0
785.429991,0,0,0,0.083333
11.772828,101,0,0.166667,0
47.722183,440.37,335.37,0.583333,0
624.717922,0,0,0,0.571429
942.329974,450,0,0.166667,0.166667
64.472043,200.02,200.02,0.25,0
831.835714,750.02,162,0.75,0.25
320.360709,0,0,0,0.083333
78.448912,1875.18,897.33,1,0
197.931794,1946.25,1129.34,1,0
72.351933,245.84,245.84,0.833333,0
146.616802,0,0,0,0.166667
364.464393,1050.76,0,0.416667,0
216.184011,0,0,0,0.166667
23.651198,250,250,0.416667,0
240.439583,481.01,0,0.333333,0.333333
126.098257,387.66,0,0.7,0
374.405467,1034.4,785.4,0.5,0
295.374207,0,0,0,0.25
233.961592,248.44,235.44,0.5,0
623.955961,0,0,0,0.166667
84.377933,270,270,1,0
518.894713,0,0,0,0.333333
825.952638,1024.75,1024.75,1,0
499.751638,468.6,468.6,0.833333,0
734.729977,0,0,0,0.083333
179.357206,497.15,0,0.416667,0
8.362878,234,234,1,0
617.597272,0,0,0,0.285714
915.857804,275.41,0,0.142857,0
544.314078,111.8,0,0.083333,0.166667
490.157047,0,0,0,0.583333
706.132889,897.86,183.34,0.916667,0.25
135.493002,0,0,0,0.25
475.229863,126.03,0,0.090909,0.181818
167.757298,320.72,320.72,0.916667,0
356.52371,1819,1069.1,0.833333,0
587.625834,0,0,0,0.166667
786.483086,226.9,226.9,0.833333,0.166667
14.04272,47.79,0,0.25,0
35.988695,294,294,0.5,0
1175.241984,1102.72,0,0.571429,0.285714
251.144969,88.51,0,0.25,0.416667
337.269093,0,0,0,0.083333
286.814503,2016.14,414,0.666667,0
928.604797,0,0,0,0.125
356.883731,929.29,0,1,0
428.598828,208,0,0.25,0.333333
432.385707,2171.86,1123.58,0.833333,0.083333
847.013195,0,0,0,0.333333
125.660453,636.79,0,0.916667,0
382.63138,0,0,0,0.090909
168.522709,2009.05,2009.05,0.833333,0
147.527826,0,0,0,0.181818
57.416262,685,685,1,0
634.521032,0,0,0,0.333333
539.162731,0,0,0,0.125
174.214883,0,0,0,0.083333
443.558578,26.09,0,0.083333,0.5
363.443477,1969.7,479.5,0.916667,0
597.416499,175.4,175.4,0.416667,0.166667
568.222966,140.03,0,0.083333,0
427.90589,0,0,0,0.3
64.937308,442.03,233.03,0.583333,0
451.23106,1293.7,568.1,1,0
969.294446,0,0,0,0.083333
814.269404,0,0,0,0.125
432.109743,334.48,52.5,0.25,0.25
1013.23312,0,0,0,0.272727
1074.258487,11.35,11.35,0.083333,0
871.568977,648.22,533.22,1,0
602.210858,965,0,0.25,0
538.768762,226.95,97.37,0.545455,0.272727
865.161494,857.8,495.47,1,0
709.473364,548.85,163.56,0.666667,0.083333
875.649126,0,0,0,0.166667
82.568778,471.64,471.64,0.916667,0
33.384649,109.32,40,0.5,0
935.042217,1000,0,0.083333,0
884.230978,0,0,0,0.083333
499.437461,0,0,0,0.083333
226.306461,0,0,0,0.166667
200.580245,354,0,0.083333,0
825.347767,0,0,0,0.083333
820.163313,680.14,680.14,0.75,0
447.563656,911.09,0,0.583333,0.166667
763.327047,579.28,279.28,0.5,0.083333
834.825957,0,0,0,0.25
45.45702,175,0,0.166667,0
1002.791997,0,0,0,0.083333
564.36524,0,0,0,0.166667
1087.574994,0,0,0,0.083333
233.694622,1772.55,420,1,0
1093.027318,0,0,0,0.083333
870.802164,350,350,0.666667,0
1124.582725,0,0,0,0.333333
880.259646,831.52,222.15,0.5,0
907.680311,0,0,0,0.083333
1084.291919,270,0,0.25,0
972.604156,0,0,0,0.166667
631.858702,75.25,75.25,0.333333,0
741.05358,0,0,0,0.083333
852.530387,45.65,0,0.083333,0
1126.942655,0,0,0,0.166667
987.110602,0,0,0,0.142857
588.618641,0,0,0,0.166667
826.018339,191.67,31.17,0.333333,0
1061.439175,0,0,0,0.083333
694.202818,0,0,0,0.166667
1132.282217,0,0,0,0.083333
1083.120149,0,0,0,0.416667
510.953138,172.41,0,0.083333,0
817.714335,16,0,0.083333,0
915.424422,0,0,0,0.428571
516.49276,380,0,0.333333,0.5
865.137568,149,149,0.272727,0.181818
1023.323593,253.37,57,0.916667,0
987.584177,0,0,0,0.083333
980.922091,0,0,0,0.333333
1168.345069,0,0,0,0.083333
916.200655,1827.62,418.8,0.833333,0
1080.852036,0,0,0,0.083333
978.091862,550.53,550.53,1,0
993.662006,348.88,0,0.333333,0
1095.379426,0,0,0,0.25
1060.010246,0,0,0,0.1
539.581502,0,0,0,0.166667
1097.28593,0,0,0,0.166667
1077.019958,465.9,67.8,1,0.333333
247.857188,0,0,0,0.333333
965.88461,1,0,0.083333,0.166667
1075.032405,0,0,0,0.25
1066.884128,0,0,0,0.25
989.022229,0,0,0,0.416667
763.228081,0,0,0,0.5
1072.257388,0,0,0,0.083333
983.520793,554.1,0,0.333333,0.333333
813.068705,439.38,0,0.083333,0.25
419.22185,0,0,0,0.166667
1062.024069,0,0,0,0.2
1055.613983,0,0,0,0.333333
1087.565213,0,0,0,0.444444
990.92233,0,0,0,0.111111
849.030358,345,345,0.75,0.083333
951.309137,137.03,0,0.111111,0.111111
1044.878512,0,0,0,0.166667
1106.815562,0,0,0,0.166667
1079.008102,0,0,0,0.545455
765.109593,0,0,0,0.25
348.646985,230,0,0.166667,0.083333
952.379745,481.75,50,0.833333,0
929.115076,611.71,20,0.5,0
367.596554,0,0,0,0.166667
653.931902,0,0,0,0.583333
53.173349,60,0,0.083333,0.083333
650.667796,1059.26,135,0.833333,0
1084.652647,0,0,0,0.166667
638.772385,2093.15,874.35,1,0
1133.652007,34.83,0,0.166667,0
974.749857,0,0,0,0.416667
1160.451877,109.36,0,0.090909,0.090909
1048.067171,0,0,0,0.25
1179.613243,0,0,0,0.083333
911.298036,954.15,528.8,0.833333,0
1082.653038,343.22,0,0.25,0
1093.946163,0,0,0,0.083333
989.993863,0,0,0,0.181818
1167.863521,94.7,0,0.166667,0.416667
869.001444,0,0,0,0.083333
536.027158,0,0,0,0.166667
1134.648238,143.12,0,0.1,0
289.220297,0,0,0,0.083333
1016.496072,64.82,0,0.142857,0.285714
1000.931473,0,0,0,0.083333
1075.768647,200,0,0.083333,0
662.691336,0,0,0,0.166667
580.649334,0,0,0,0.25
1157.305572,0,0,0,0.166667
1182.045732,130,60,0.416667,0
785.198515,1207.42,0,0.583333,0
1107.848228,0,0,0,0.166667
803.55907,618.07,408.37,1,0
454.552808,0,0,0,0.083333
1055.53207,170,170,0.25,0
607.880635,0,0,0,0.25
1128.38317,0,0,0,0.166667
500.219415,27.05,27.05,0.083333,0
1079.097023,247.44,247.44,1,0
538.995587,0,0,0,0.166667
1001.435526,0,0,0,0.142857
1024.761905,77.99,0,0.166667,0
337.269567,2125.84,100.58,0.888889,0.333333
1109.876538,0,0,0,0.25
535.927055,0,0,0,0.166667
251.151609,0,0,0,0.166667
969.034643,50.85,0,0.166667,0
1099.649455,0,0,0,0.166667
1068.434064,27,27,0.083333,0
474.451835,0,0,0,0.25
1024.990375,0,0,0,0.166667
1116.44317,0,0,0,0.083333
229.272651,0,0,0,0.083333
1079.106678,0,0,0,0.416667
1060.209389,43.2,43.2,0.166667,0.333333
1063.614099,0,0,0,0.083333
748.352082,1199.77,735.38,0.916667,0.333333
876.008428,500,500,0.333333,0.083333
603.62806,60,0,0.083333,0.166667
920.529926,462.33,0,0.571429,0.285714
1068.985549,0,0,0,0.083333
1054.466688,142.8,0,0.166667,0
1026.201421,0,0,0,0.166667
1073.42481,57,57,0.25,0
1119.157048,133.9,0,0.166667,0.25
842.600625,0,0,0,0.333333
1182.324933,0,0,0,0.583333
1036.595935,0,0,0,0.083333
1166.337059,0,0,0,0.5
812.259343,354.63,74.53,0.25,0.5
930.65642,300.05,300.05,0.75,0
1098.392083,0,0,0,0.25
951.415721,279.01,0,0.083333,0.416667
1089.795044,0,20,0,0.083333
1111.110344,608.75,141.92,0.583333,0
617.999607,387.7,137.7,0.833333,0.083333
973.039129,964.2,669.5,0.75,0
634.825209,1478.36,134.91,0.5,0
486.661842,1898.88,959.79,0.833333,0
869.328293,0,0,0,0.125
951.675294,0,0,0,0.272727
350.819852,0,0,0,0.083333
1088.056301,0,0,0,0.5
1046.787477,517.08,234.48,0.75,0
1101.085631,0,0,0,0.166667
997.781043,0,0,0,0.166667
819.462711,0,0,0,0.25
1121.068043,0,0,0,0.166667
397.138622,0,0,0,0.166667
1179.746682,30,0,0.166667,0.166667
1146.202492,0,0,0,0.25
502.236778,603.46,274.78,0.583333,0
1143.409012,0,0,0,0.083333
1158.783497,183,0,0.166667,0
1179.878115,0,0,0,0.333333
1186.287841,115.5,0,0.166667,0
1117.635883,0,0,0,0.25
1054.417866,0,0,0,0.166667
1046.37041,295,0,0.083333,0.083333
1076.029456,0,0,0,0.083333
1003.774921,161.27,0,0.333333,0
1062.752143,0,0,0,0.166667
1019.135688,0,0,0,0.285714
1117.683394,45.65,0,0.090909,0
1196.869653,117.24,117.24,1,0
173.075416,0,0,0,0.1
955.41412,0,0,0,0.25
1076.571029,45.65,0,0.083333,0.083333
952.26088,0,0,0,0.5
504.127471,0,0,0,0.083333
1049.768556,171.65,116.65,0.416667,0
1135.53683,50.98,50.98,0.333333,0
916.627912,155.96,155.96,0.333333,0
1159.619047,0,0,0,0.090909
1117.33657,0,0,0,0.25
986.828539,417.25,22.49,0.333333,0.083333
1060.022249,200.51,0,0.25,0
1086.853086,178,0,0.083333,0
1178.90161,150,150,0.416667,0
1064.473728,0,0,0,0.166667
1057.585071,1008.3,0,0.916667,0
1142.302592,0,0,0,0.333333
399.50457,740.11,329.83,1,0
1163.135011,0,0,0,0.166667
640.510192,351.89,0,0.333333,0.111111
1089.528456,0,0,0,0.083333
1060.345397,0,0,0,0.25
774.645244,190.54,190.54,0.416667,0.25
1097.718192,0,0,0,0.333333
1005.332554,0,0,0,0.083333
704.910363,500.5,275,1,0.333333
1017.982199,0,0,0,0.583333
1095.984736,374.53,0,0.5,0.416667
1135.70375,92.07,92.07,0.272727,0.272727
1132.796058,519.79,0,0.583333,0
1118.086877,128.8,128.8,0.166667,0
1139.691004,117,0,0.083333,0
1042.614416,0,0,0,0.083333
644.530629,268.68,268.68,1,0
1083.787792,110,0,0.083333,0.333333
1118.057185,0,0,0,0.083333
879.190921,45.65,0,0.083333,0.166667
916.961442,156.5,0,0.083333,0
1139.648949,0,0,0,0.166667
1075.401912,150,0,0.083333,0
993.027484,0,0,0,0.333333
1104.960744,45.65,0,0.083333,0
1139.894588,0,0,0,0.083333
1201.204437,117.89,0,0.333333,0
389.869208,736.01,343.31,1,0.166667
1138.554361,831.89,0,0.166667,0.166667
1205.235951,413.23,81.36,1,0
1105.969915,0,0,0,0.416667
1174.088448,0,0,0,0.083333
1175.922628,14.72,0,0.083333,0.25
1155.123292,62.02,0,0.083333,0.083333
1033.41108,1020.3,0,0.25,0.166667
1035.853615,69,0,0.083333,0.333333
1001.129965,0,0,0,0.083333
1131.503917,120,0,0.083333,0
626.213492,0,0,0,0.25
793.855972,1478.93,0,0.333333,0
1083.07662,0,0,0,0.083333
898.253159,165.5,0,0.285714,0.142857
1182.28075,0,0,0,0.090909
942.555708,150,150,0.333333,0.083333
1094.221693,35,0,0.083333,0.083333
1070.59508,0,0,0,0.25
803.68596,1690.93,0,0.6,0
1141.905542,8.4,0,1,0.083333
1091.973832,0,0,0,0.083333
1037.653522,584.4,584.4,1,0
678.62589,59.24,59.24,0.083333,0.083333
1032.398861,924.34,386.28,0.75,0.416667
1155.787246,142,130,0.416667,0.083333
772.206384,1319.19,22.5,0.666667,0.333333
920.872172,296.64,166.64,0.555556,0.111111
1020.535366,205.54,0,0.166667,0
1095.27596,119,0,0.083333,0.25
1121.15859,202.2,82.2,0.333333,0.083333
1199.66533,0,0,0,0.090909
1128.717636,55.69,0,0.083333,0.083333
1098.457059,0,0,0,0.083333
1107.099917,473.64,473.64,1,0.083333
1103.861429,714,669,1,0
961.369596,0,0,0,0.166667
1141.383705,79.87,79.87,0.166667,0.583333
1096.991698,1567.12,740.49,1,0
997.98763,952.29,800,1,0.083333
1109.366186,348.78,0,0.714286,0.142857
997.496745,1629.83,0,0.583333,0.25
670.120718,0,0,0,0.583333
1180.686055,243.04,243.04,1,0.083333
676.771001,356.8,0,0.5,0.416667
1163.614769,0,0,0,0.25
1030.914048,1083.44,0,1,0.333333
851.880648,1476.7,542.11,0.636364,0.272727
1032.031399,0,0,0,0.166667
1003.058842,1627,0,0.333333,0
1158.01315,170,0,0.083333,0.25
1146.669364,439.08,330.63,0.818182,0
1173.949821,785.69,0,0.416667,0
1178.607275,1014.36,691.67,1,0
1100.505764,220,0,0.166667,0
893.949463,958.8,0,0.571429,0.142857
1125.697524,0,0,0,0.5
916.749476,246.82,246.82,1,0.166667
857.313072,139.16,139.16,0.583333,0
1114.122532,348.47,124.16,0.583333,0.083333
909.560162,912.1,242.22,0.25,0.416667
919.799915,320.01,251.01,0.857143,0.142857
1135.452712,374.94,374.94,1,0.111111
1223.783946,135.24,135.24,1,0
1207.768239,0,0,0,0.25
1188.651458,822.96,666.96,0.5,0
1109.84819,261.56,79.19,0.416667,0.166667
1006.592714,1341.62,0,0.363636,0
1163.790341,517,0,0.272727,0
778.393346,1854.3,1679.9,1,0
1098.52228,285.24,285.24,0.5,0
937.052256,2003.98,1548.36,1,0
1105.179825,200,0,0.083333,0
533.990908,1286.1,156.28,0.5,0.083333
1184.588701,704.4,704.4,1,0.083333
1121.44991,219.4,134.4,0.666667,0
1154.241515,102,0,0.166667,0.166667
1150.280984,450,200,0.25,0
1193.682005,445.18,0,1,0
1135.816377,520.24,0,0.583333,0
1157.005745,0,0,0,0.583333
1075.827234,342.65,342.65,0.583333,0.25
1079.462513,389.21,339.21,0.916667,0.166667
884.175745,266.56,176.66,0.333333,0.166667
1132.661616,175,175,0.583333,0
1175.749847,848.26,733.26,0.916667,0.083333
1202.204204,435.04,0,0.916667,0
1224.513636,529.34,343.31,0.833333,0.25
898.429424,495.7,0,0.5,0.625
956.303408,1451.5,0,0.571429,0
1138.592025,327.99,79,0.333333,0
1223.909602,607,0,0.916667,0
1247.196735,243,0,0.333333,0
896.619803,128.86,128.86,0.166667,0
1186.276559,391.67,0,0.5,0
1211.895212,0,0,0,0.083333
1194.651852,322.29,322.29,0.916667,0
1153.961386,295,0,0.333333,0
1043.249828,281.25,281.25,1,0.444444
851.249818,2000,0,0.285714,0.571429
1248.903628,518.31,405,1,0.25
1200.435451,886.56,225,1,0
1225.201454,1842.64,0,0.583333,0
1117.00354,240,0,0.166667,0
1179.159897,757.85,480,1,0
1226.152097,0,0,0,0.166667
1029.66874,1448.59,219.59,0.666667,0.166667
289.529643,110,0,0.083333,0.166667
1155.692527,981.2,655,0.583333,0
1300.793883,1282.2,1282.2,1,0
1247.905033,553.67,553.67,0.916667,0
1226.122189,295.34,0,0.416667,0
1216.594927,878.64,120.84,0.75,0.166667
1279.325142,1207.25,1207.25,1,0
1167.254965,499.92,499.92,1,0
1194.885664,365.5,0,0.416667,0
1162.770552,533.36,533.36,0.666667,0.083333
1212.237847,400,400,1,0.2
1209.733106,1298.56,1128.66,1,0
1004.526608,0,0,0,0.142857
1094.961929,498.21,498.21,1,0.5
1099.221912,155.8,0,0.083333,0.166667
1181.852384,750.78,750.78,0.5,0.083333
1283.337407,1022.41,850.81,0.875,0.25
1283.81226,166.9,0,0.166667,0.666667
1256.460026,1313,0,0.583333,0
1305.724538,509.88,509.88,1,0.083333
918.22723,0,0,0,0.083333
1316.179352,1278.04,1278.04,1,0.083333
1031.037548,0,0,0,0.181818
1293.124939,920.12,920.12,1,0
1137.469948,1865.56,1584.96,1,0.083333
1372.083399,800,800,0.833333,0
936.041324,1141.24,142.16,0.666667,0
757.964752,157.4,0,0.125,0
1268.352178,1533.28,1533.28,1,0.333333
1139.782882,0,0,0,0.083333
1127.633173,422.55,0,0.333333,0.083333
1268.584315,1835.93,1580.61,1,0.083333
1291.394861,778.12,488.26,1,0
1070.631288,651.91,0,0.416667,0.083333
1016.52185,44,0,0.083333,0.166667
1273.498021,449.28,449.28,1,0
1201.62361,55.4,0,0.083333,0.083333
1258.769693,142,100,0.166667,0
1198.763306,0,0,0,0.083333
1134.726574,0,0,0,0.083333
1176.088299,0,0,0,0.166667
1216.893766,76.3,0,0.166667,0
1428.118364,119.34,119.34,0.75,0.25
1205.716678,0,0,0,0.083333
1484.693487,399.96,399.96,1,0
1410.909779,698.88,698.88,1,0.166667
1418.254924,362.13,362.13,1,0
1884.252524,1358.88,1242.25,1,0
1340.549378,591,591,1,0
2.566385,0,0,0,0.083333
379.74055,1348.41,802.2,0.666667,0
111.449845,1389.94,1389.94,1,0
79.03891,750,750,0.25,0
289.096953,3106.1,737.5,1,0
478.834962,1060.99,20,0.166667,0
1125.306541,703.05,0,0.25,0
724.854858,185.63,0,0.25,0.083333
1210.309338,182.28,0,0.25,0.166667
1369.504264,1603.8,1603.8,1,0
1330.716005,1043.64,1043.64,1,0
646.745968,0,0,0,0.333333
69.336196,211.87,0,0.083333,0
482.407545,0,0,0,0.166667
334.1265,0,0,0,0.416667
448.426181,0,0,0,0.166667
395.93884,991.48,284.46,1,0.25
157.763858,211.07,0,0.25,0
65.652855,480,480,0.75,0
294.338354,1851.48,1851.48,1,0
300.012533,3286.41,596.97,1,0
374.552852,279,279,0.333333,0
900.292445,0,0,0,0.166667
481.961018,967.23,381.73,0.25,0.666667
50.848135,643.6,643.6,0.833333,0
241.223955,180.91,0,0.166667,0
799.255519,0,0,0,0.333333
653.88103,0,0,0,0.416667
1040.030221,0,0,0,0.545455
896.563274,511,511,0.5,0.166667
1032.812458,995.07,189,0.666667,0.25
1184.120178,69.49,69.49,0.083333,0.5
1301.813081,0,0,0,0.083333
645.181409,0,0,0,0.166667
1070.999446,990.7,508.7,0.75,0
981.286008,1370,0,0.083333,0
1241.882057,94,0,0.083333,0.083333
1087.567113,564.54,206.64,0.75,0
1224.95436,0,0,0,0.083333
1062.081424,328.37,188.37,0.583333,0.25
1119.464381,266.68,266.68,0.166667,0
999.528562,662.98,79.98,0.363636,0.181818
1228.217369,836.4,836.4,1,0.083333
1432.654644,604.52,426.36,1,0
1239.927866,1520,750,1,0.25
1134.122053,288.39,288.39,0.416667,0
1135.540743,1148.47,15.88,0.416667,0
0.001289,96.12,96.12,0.833333,0
9.074142,555.66,555.66,1,0
1.691842,0,0,0,0.166667
0.25571,24,24,0.166667,0
0.064811,111.84,111.84,0.916667,0
0.683939,17.7,0,0.083333,0
1.846916,604.32,604.32,1,0
12.597034,99,0,0.083333,0
0.001146,0,0,0,0.083333
3.894895,182.49,182.49,0.916667,0
0,265.76,265.76,0.916667,0
0.737154,427.5,427.5,1,0
7.054474,427.98,427.98,1,0
13.440318,0,0,0,0.125
4.930929,189.72,189.72,1,0
6.542818,178,178,0.857143,0
5.310611,234,234,0.625,0
3.417407,57.42,57.42,1,0
5.135703,323.71,323.71,1,0
3.690944,167.68,167.68,1,0
50.803778,0,0,0,0.125
6.08697,333.24,333.24,1,0
5.629313,62.72,62.72,0.444444,0
8.34698,390,390,1,0
2.930211,285.39,285.39,0.9,0
10.106017,1160.66,1125.76,1,0
5.404443,194,194,0.5,0
133.957441,128.5,128.5,0.142857,0.142857
17.097059,306.25,306.25,0.777778,0
23.083392,447.96,447.96,1,0
31.552814,1428.02,919.02,1,0
15.529084,294.98,294.98,1,0
8.820992,91.46,0,0.2,0
53.097361,580,580,1,0
1.155609,117.68,117.68,0.25,0
18.120946,57,0,0.166667,0
15.232505,384,384,1,0
3.847042,182.08,182.08,1,0
10.318754,102.66,102.66,0.375,0
10.288205,324,324,0.75,0
529.415371,0,0,0,0.25
4.686854,28.8,28.8,0.428571,0
205.409896,0,0,0,0.25
4.875885,20,0,0.111111,0
98.418953,0,0,0,0.444444
0.065402,69,69,0.083333,0
22.084372,173.6,173.6,0.5,0
86.694598,0,0,0,0.1
10.785694,384.4,384.4,0.888889,0
